position,Frequency_Hz,Magnitude_dB,Phase_deg,Color,STI,STI_Degradation_%
TheHub-Chair1,5827.54,2.24,-166.8,#2ca02c,0.84,11.09
TheHub-Chair1,5848.77,3.21,-166.67,#2ca02c,0.84,11.09
TheHub-Chair1,5870.09,2.92,-166.53,#2ca02c,0.84,11.09
TheHub-Chair1,5891.48,1.59,-166.38,#2ca02c,0.84,11.09
TheHub-Chair1,5912.95,1.53,-166.21,#2ca02c,0.84,11.09
TheHub-Chair1,5934.5,3.1,-166.03,#2ca02c,0.84,11.09
TheHub-Chair1,5956.12,2.9,-165.83,#2ca02c,0.84,11.09
TheHub-Chair1,5977.83,1.5,-165.62,#2ca02c,0.84,11.09
TheHub-Chair1,5999.61,2.45,-165.4,#2ca02c,0.84,11.09
TheHub-Chair1,6021.48,2.81,-165.17,#2ca02c,0.84,11.09
TheHub-Chair1,6043.42,3.75,-164.93,#2ca02c,0.84,11.09
TheHub-Chair1,6065.44,2.65,-164.68,#2ca02c,0.84,11.09
TheHub-Chair1,6087.55,2.36,-164.41,#2ca02c,0.84,11.09
TheHub-Chair1,6109.73,3.11,-164.14,#2ca02c,0.84,11.09
TheHub-Chair1,6132.0,3.08,-163.86,#2ca02c,0.84,11.09
TheHub-Chair1,6154.34,3.41,-163.57,#2ca02c,0.84,11.09
TheHub-Chair1,6176.77,3.72,-163.28,#2ca02c,0.84,11.09
TheHub-Chair1,6199.28,1.98,-162.98,#2ca02c,0.84,11.09
TheHub-Chair1,6221.87,2.12,-162.68,#2ca02c,0.84,11.09
TheHub-Chair1,6244.54,2.79,-162.37,#2ca02c,0.84,11.09
TheHub-Chair1,6267.3,2.57,-162.05,#2ca02c,0.84,11.09
TheHub-Chair1,6290.14,3.79,-161.74,#2ca02c,0.84,11.09
TheHub-Chair1,6313.06,3.36,-161.42,#2ca02c,0.84,11.09
TheHub-Chair1,6336.07,1.77,-161.11,#2ca02c,0.84,11.09
TheHub-Chair1,6359.16,2.47,-160.79,#2ca02c,0.84,11.09
TheHub-Chair1,6382.33,3.11,-160.48,#2ca02c,0.84,11.09
TheHub-Chair1,6405.59,2.41,-160.17,#2ca02c,0.84,11.09
TheHub-Chair1,6428.93,1.53,-159.86,#2ca02c,0.84,11.09
TheHub-Chair1,6452.36,2.3,-159.56,#2ca02c,0.84,11.09
TheHub-Chair1,6475.88,2.57,-159.26,#2ca02c,0.84,11.09
TheHub-Chair1,6499.48,3.22,-158.97,#2ca02c,0.84,11.09
TheHub-Chair1,6523.16,2.72,-158.68,#2ca02c,0.84,11.09
TheHub-Chair1,6546.93,4.09,-158.41,#2ca02c,0.84,11.09
TheHub-Chair1,6570.79,2.8,-158.15,#2ca02c,0.84,11.09
TheHub-Chair1,6594.74,2.71,-157.89,#2ca02c,0.84,11.09
TheHub-Chair1,6618.77,2.76,-157.65,#2ca02c,0.84,11.09
TheHub-Chair1,6642.89,2.95,-157.42,#2ca02c,0.84,11.09
TheHub-Chair1,6667.1,2.27,-157.21,#2ca02c,0.84,11.09
TheHub-Chair1,6691.39,3.32,-157.01,#2ca02c,0.84,11.09
TheHub-Chair1,6715.78,3.42,-156.83,#2ca02c,0.84,11.09
TheHub-Chair1,6740.25,2.91,-156.66,#2ca02c,0.84,11.09
TheHub-Chair1,6764.81,2.43,-156.51,#2ca02c,0.84,11.09
TheHub-Chair1,6789.47,2.41,-156.38,#2ca02c,0.84,11.09
TheHub-Chair1,6814.21,3.44,-156.27,#2ca02c,0.84,11.09
TheHub-Chair1,6839.04,3.6,-156.18,#2ca02c,0.84,11.09
TheHub-Chair1,6863.96,3.84,-156.12,#2ca02c,0.84,11.09
TheHub-Chair1,6888.98,3.03,-156.07,#2ca02c,0.84,11.09
TheHub-Chair1,6914.08,3.38,-156.05,#2ca02c,0.84,11.09
TheHub-Chair1,6939.28,3.22,-156.05,#2ca02c,0.84,11.09
TheHub-Chair1,6964.57,3.94,-156.08,#2ca02c,0.84,11.09
TheHub-Chair1,6989.95,2.89,-156.13,#2ca02c,0.84,11.09
TheHub-Chair1,7015.42,2.72,-156.2,#2ca02c,0.84,11.09
TheHub-Chair1,7040.99,3.82,-156.3,#2ca02c,0.84,11.09
TheHub-Chair1,7066.64,3.27,-156.43,#2ca02c,0.84,11.09
TheHub-Chair1,7092.4,3.7,-156.58,#2ca02c,0.84,11.09
TheHub-Chair1,7118.24,3.23,-156.76,#2ca02c,0.84,11.09
TheHub-Chair1,7144.18,4.35,-156.97,#2ca02c,0.84,11.09
TheHub-Chair1,7170.22,3.62,-157.2,#2ca02c,0.84,11.09
TheHub-Chair1,7196.35,4.16,-157.46,#2ca02c,0.84,11.09
TheHub-Chair1,7222.57,3.73,-157.75,#2ca02c,0.84,11.09
TheHub-Chair1,7248.89,2.74,-158.07,#2ca02c,0.84,11.09
TheHub-Chair1,7275.31,4.22,-158.41,#2ca02c,0.84,11.09
TheHub-Chair1,7301.82,2.99,-158.78,#2ca02c,0.84,11.09
TheHub-Chair1,7328.43,4.28,-159.17,#2ca02c,0.84,11.09
TheHub-Chair1,7355.14,2.98,-159.59,#2ca02c,0.84,11.09
TheHub-Chair1,7381.94,3.66,-160.04,#2ca02c,0.84,11.09
TheHub-Chair1,7408.84,3.34,-160.51,#2ca02c,0.84,11.09
TheHub-Chair1,7435.84,3.15,-161.0,#2ca02c,0.84,11.09
TheHub-Chair1,7462.94,4.25,-161.51,#2ca02c,0.84,11.09
TheHub-Chair1,7490.14,4.36,-162.05,#2ca02c,0.84,11.09
TheHub-Chair1,7517.43,4.09,-162.61,#2ca02c,0.84,11.09
TheHub-Chair1,7544.83,3.63,-163.19,#2ca02c,0.84,11.09
TheHub-Chair1,7572.32,5.59,-163.79,#2ca02c,0.84,11.09
TheHub-Chair1,7599.92,3.33,-164.41,#2ca02c,0.84,11.09
TheHub-Chair1,7627.61,3.85,-165.04,#2ca02c,0.84,11.09
TheHub-Chair1,7655.41,3.76,-165.69,#2ca02c,0.84,11.09
TheHub-Chair1,7683.31,4.1,-166.35,#2ca02c,0.84,11.09
TheHub-Chair1,7711.31,3.21,-167.03,#2ca02c,0.84,11.09
TheHub-Chair1,7739.41,3.84,-167.71,#2ca02c,0.84,11.09
TheHub-Chair1,7767.61,3.41,-168.41,#2ca02c,0.84,11.09
TheHub-Chair1,7795.92,2.87,-169.11,#2ca02c,0.84,11.09
TheHub-Chair1,7824.33,3.43,-169.82,#2ca02c,0.84,11.09
TheHub-Chair1,7852.84,3.75,-170.53,#2ca02c,0.84,11.09
TheHub-Chair1,7881.46,3.84,-171.24,#2ca02c,0.84,11.09
TheHub-Chair1,7910.18,4.7,-171.96,#2ca02c,0.84,11.09
TheHub-Chair1,7939.01,4.18,-172.67,#2ca02c,0.84,11.09
TheHub-Chair1,7967.94,3.86,-173.38,#2ca02c,0.84,11.09
TheHub-Chair1,7996.97,3.59,-174.08,#2ca02c,0.84,11.09
TheHub-Chair1,8026.12,4.31,-174.78,#2ca02c,0.84,11.09
TheHub-Chair1,8055.37,3.81,-175.47,#2ca02c,0.84,11.09
TheHub-Chair1,8084.72,4.36,-176.14,#2ca02c,0.84,11.09
TheHub-Chair1,8114.18,4.08,-176.8,#2ca02c,0.84,11.09
TheHub-Chair1,8143.75,2.78,-177.45,#2ca02c,0.84,11.09
TheHub-Chair1,8173.43,2.8,-178.08,#2ca02c,0.84,11.09
TheHub-Chair1,8203.22,3.36,-178.69,#2ca02c,0.84,11.09
TheHub-Chair1,8233.11,3.73,-179.28,#2ca02c,0.84,11.09
TheHub-Chair1,8263.11,3.81,-179.84,#2ca02c,0.84,11.09
TheHub-Chair1,8293.23,3.97,179.62,#2ca02c,0.84,11.09
TheHub-Chair1,8323.45,3.62,179.1,#2ca02c,0.84,11.09
TheHub-Chair1,8353.78,3.29,178.62,#2ca02c,0.84,11.09
TheHub-Chair1,8384.22,3.98,178.16,#2ca02c,0.84,11.09
TheHub-Chair1,8414.78,3.53,177.74,#2ca02c,0.84,11.09
TheHub-Chair1,8445.44,3.8,177.35,#2ca02c,0.84,11.09
TheHub-Chair1,8476.22,4.37,176.99,#2ca02c,0.84,11.09
TheHub-Chair1,8507.11,3.22,176.67,#2ca02c,0.84,11.09
TheHub-Chair1,8538.11,4.12,176.38,#2ca02c,0.84,11.09
TheHub-Chair1,8569.22,4.63,176.13,#2ca02c,0.84,11.09
TheHub-Chair1,8600.45,3.33,175.92,#2ca02c,0.84,11.09
TheHub-Chair1,8631.79,4.15,175.75,#2ca02c,0.84,11.09
TheHub-Chair1,8663.25,2.76,175.62,#2ca02c,0.84,11.09
TheHub-Chair1,8694.82,4.23,175.53,#2ca02c,0.84,11.09
TheHub-Chair1,8726.51,3.8,175.48,#2ca02c,0.84,11.09
TheHub-Chair1,8758.31,3.84,175.46,#2ca02c,0.84,11.09
TheHub-Chair1,8790.22,2.81,175.49,#2ca02c,0.84,11.09
TheHub-Chair1,8822.26,3.05,175.56,#2ca02c,0.84,11.09
TheHub-Chair1,8854.41,2.94,175.67,#2ca02c,0.84,11.09
TheHub-Chair1,8886.68,3.62,175.81,#2ca02c,0.84,11.09
TheHub-Chair1,8919.06,3.02,176.0,#2ca02c,0.84,11.09
TheHub-Chair1,8951.56,3.6,176.22,#2ca02c,0.84,11.09
TheHub-Chair1,8984.18,3.06,176.47,#2ca02c,0.84,11.09
TheHub-Chair1,9016.92,3.18,176.76,#2ca02c,0.84,11.09
TheHub-Chair1,9049.78,2.61,177.09,#2ca02c,0.84,11.09
TheHub-Chair1,9082.76,2.47,177.44,#2ca02c,0.84,11.09
TheHub-Chair1,9115.86,2.93,177.83,#2ca02c,0.84,11.09
TheHub-Chair1,9149.08,2.79,178.24,#2ca02c,0.84,11.09
TheHub-Chair1,9182.42,2.98,178.67,#2ca02c,0.84,11.09
TheHub-Chair1,9215.89,3.63,179.13,#2ca02c,0.84,11.09
TheHub-Chair1,9249.47,1.93,179.61,#2ca02c,0.84,11.09
TheHub-Chair1,9283.18,3.31,-179.89,#2ca02c,0.84,11.09
TheHub-Chair1,9317.01,3.13,-179.37,#2ca02c,0.84,11.09
TheHub-Chair1,9350.96,3.61,-178.85,#2ca02c,0.84,11.09
TheHub-Chair1,9385.04,2.03,-178.31,#2ca02c,0.84,11.09
TheHub-Chair1,9419.24,3.63,-177.77,#2ca02c,0.84,11.09
TheHub-Chair1,9453.56,3.09,-177.23,#2ca02c,0.84,11.09
TheHub-Chair1,9488.01,1.85,-176.68,#2ca02c,0.84,11.09
TheHub-Chair1,9522.59,3.14,-176.14,#2ca02c,0.84,11.09
TheHub-Chair1,9557.29,3.76,-175.61,#2ca02c,0.84,11.09
TheHub-Chair1,9592.12,1.7,-175.09,#2ca02c,0.84,11.09
TheHub-Chair1,9627.08,3.07,-174.58,#2ca02c,0.84,11.09
TheHub-Chair1,9662.16,2.71,-174.09,#2ca02c,0.84,11.09
TheHub-Chair1,9697.37,2.96,-173.61,#2ca02c,0.84,11.09
TheHub-Chair1,9732.71,2.17,-173.16,#2ca02c,0.84,11.09
TheHub-Chair1,9768.18,3.39,-172.74,#2ca02c,0.84,11.09
TheHub-Chair1,9803.78,2.4,-172.35,#2ca02c,0.84,11.09
TheHub-Chair1,9839.5,2.58,-171.99,#2ca02c,0.84,11.09
TheHub-Chair1,9875.36,2.88,-171.67,#2ca02c,0.84,11.09
TheHub-Chair1,9911.35,1.81,-171.39,#2ca02c,0.84,11.09
TheHub-Chair1,9947.47,2.25,-171.14,#2ca02c,0.84,11.09
TheHub-Chair1,9983.72,3.26,-170.94,#2ca02c,0.84,11.09
TheHub-Chair1,10020.1,2.32,-170.79,#2ca02c,0.84,11.09
TheHub-Chair1,10056.61,2.81,-170.69,#2ca02c,0.84,11.09
TheHub-Chair1,10093.26,2.57,-170.63,#2ca02c,0.84,11.09
TheHub-Chair1,10130.04,3.75,-170.63,#2ca02c,0.84,11.09
TheHub-Chair1,10166.96,3.58,-170.68,#2ca02c,0.84,11.09
TheHub-Chair1,10204.01,2.85,-170.79,#2ca02c,0.84,11.09
TheHub-Chair1,10241.2,2.41,-170.95,#2ca02c,0.84,11.09
TheHub-Chair1,10278.52,2.61,-171.17,#2ca02c,0.84,11.09
TheHub-Chair1,10315.97,2.88,-171.44,#2ca02c,0.84,11.09
TheHub-Chair1,10353.57,3.97,-171.77,#2ca02c,0.84,11.09
TheHub-Chair1,10391.3,2.97,-172.15,#2ca02c,0.84,11.09
TheHub-Chair1,10429.17,2.38,-172.59,#2ca02c,0.84,11.09
TheHub-Chair1,10467.17,3.35,-173.08,#2ca02c,0.84,11.09
TheHub-Chair1,10505.32,4.13,-173.62,#2ca02c,0.84,11.09
TheHub-Chair1,10543.6,3.09,-174.21,#2ca02c,0.84,11.09
TheHub-Chair1,10582.02,3.6,-174.85,#2ca02c,0.84,11.09
TheHub-Chair1,10620.59,3.31,-175.54,#2ca02c,0.84,11.09
TheHub-Chair1,10659.29,2.94,-176.27,#2ca02c,0.84,11.09
TheHub-Chair1,10698.13,3.58,-177.03,#2ca02c,0.84,11.09
TheHub-Chair1,10737.12,4.53,-177.84,#2ca02c,0.84,11.09
TheHub-Chair1,10776.25,3.77,-178.67,#2ca02c,0.84,11.09
TheHub-Chair1,10815.52,3.66,-179.54,#2ca02c,0.84,11.09
TheHub-Chair1,10854.93,3.3,179.57,#2ca02c,0.84,11.09
TheHub-Chair1,10894.49,3.68,178.66,#2ca02c,0.84,11.09
TheHub-Chair1,10934.19,4.63,177.73,#2ca02c,0.84,11.09
TheHub-Chair1,10974.04,4.23,176.8,#2ca02c,0.84,11.09
TheHub-Chair1,11014.03,2.5,175.86,#2ca02c,0.84,11.09
TheHub-Chair1,11054.17,3.98,174.91,#2ca02c,0.84,11.09
TheHub-Chair1,11094.45,4.05,173.98,#2ca02c,0.84,11.09
TheHub-Chair1,11134.88,3.45,173.05,#2ca02c,0.84,11.09
TheHub-Chair1,11175.46,3.54,172.14,#2ca02c,0.84,11.09
TheHub-Chair1,11216.18,3.5,171.24,#2ca02c,0.84,11.09
TheHub-Chair1,11257.06,4.58,170.38,#2ca02c,0.84,11.09
TheHub-Chair1,11298.08,4.68,169.54,#2ca02c,0.84,11.09
TheHub-Chair1,11339.25,4.31,168.74,#2ca02c,0.84,11.09
TheHub-Chair1,11380.58,4.52,167.98,#2ca02c,0.84,11.09
TheHub-Chair1,11422.05,3.85,167.27,#2ca02c,0.84,11.09
TheHub-Chair1,11463.67,3.49,166.61,#2ca02c,0.84,11.09
TheHub-Chair1,11505.45,4.35,166.0,#2ca02c,0.84,11.09
TheHub-Chair1,11547.38,4.28,165.45,#2ca02c,0.84,11.09
TheHub-Chair1,11589.46,4.29,164.96,#2ca02c,0.84,11.09
TheHub-Chair1,11631.69,4.25,164.53,#2ca02c,0.84,11.09
TheHub-Chair1,11674.08,4.58,164.18,#2ca02c,0.84,11.09
TheHub-Chair1,11716.62,4.79,163.89,#2ca02c,0.84,11.09
TheHub-Chair1,11759.32,4.32,163.67,#2ca02c,0.84,11.09
TheHub-Chair1,11802.18,3.42,163.53,#2ca02c,0.84,11.09
TheHub-Chair1,11845.18,4.42,163.46,#2ca02c,0.84,11.09
TheHub-Chair1,11888.35,4.84,163.47,#2ca02c,0.84,11.09
TheHub-Chair1,11931.67,4.65,163.55,#2ca02c,0.84,11.09
TheHub-Chair1,11975.16,5.08,163.7,#2ca02c,0.84,11.09
TheHub-Chair1,12018.8,4.83,163.92,#2ca02c,0.84,11.09
TheHub-Chair1,12062.59,5.36,164.22,#2ca02c,0.84,11.09
TheHub-Chair1,12106.55,4.77,164.57,#2ca02c,0.84,11.09
TheHub-Chair1,12150.67,4.95,165.0,#2ca02c,0.84,11.09
TheHub-Chair1,12194.95,4.79,165.48,#2ca02c,0.84,11.09
TheHub-Chair1,12239.39,5.52,166.02,#2ca02c,0.84,11.09
TheHub-Chair1,12284.0,5.54,166.61,#2ca02c,0.84,11.09
TheHub-Chair1,12328.76,5.35,167.24,#2ca02c,0.84,11.09
TheHub-Chair1,12373.69,5.42,167.92,#2ca02c,0.84,11.09
TheHub-Chair1,12418.78,4.61,168.62,#2ca02c,0.84,11.09
TheHub-Chair1,12464.04,5.95,169.36,#2ca02c,0.84,11.09
TheHub-Chair1,12509.46,5.57,170.11,#2ca02c,0.84,11.09
TheHub-Chair1,12555.05,5.43,170.88,#2ca02c,0.84,11.09
TheHub-Chair1,12600.8,5.92,171.65,#2ca02c,0.84,11.09
TheHub-Chair1,12646.72,4.99,172.42,#2ca02c,0.84,11.09
TheHub-Chair1,12692.81,4.96,173.18,#2ca02c,0.84,11.09
TheHub-Chair1,12739.06,5.7,173.92,#2ca02c,0.84,11.09
TheHub-Chair1,12785.48,5.9,174.64,#2ca02c,0.84,11.09
TheHub-Chair1,12832.08,5.75,175.32,#2ca02c,0.84,11.09
TheHub-Chair1,12878.84,5.15,175.96,#2ca02c,0.84,11.09
TheHub-Chair1,12925.77,5.63,176.55,#2ca02c,0.84,11.09
TheHub-Chair1,12972.88,4.62,177.09,#2ca02c,0.84,11.09
TheHub-Chair1,13020.15,4.8,177.56,#2ca02c,0.84,11.09
TheHub-Chair1,13067.6,5.95,177.97,#2ca02c,0.84,11.09
TheHub-Chair1,13115.22,5.69,178.3,#2ca02c,0.84,11.09
TheHub-Chair1,13163.02,5.65,178.55,#2ca02c,0.84,11.09
TheHub-Chair1,13210.99,6.15,178.72,#2ca02c,0.84,11.09
TheHub-Chair1,13259.13,5.78,178.8,#2ca02c,0.84,11.09
TheHub-Chair1,13307.45,5.54,178.79,#2ca02c,0.84,11.09
TheHub-Chair1,13355.94,5.74,178.69,#2ca02c,0.84,11.09
TheHub-Chair1,13404.61,5.18,178.49,#2ca02c,0.84,11.09
TheHub-Chair1,13453.46,6.67,178.2,#2ca02c,0.84,11.09
TheHub-Chair1,13502.49,5.67,177.81,#2ca02c,0.84,11.09
TheHub-Chair1,13551.7,5.93,177.33,#2ca02c,0.84,11.09
TheHub-Chair1,13601.08,5.88,176.76,#2ca02c,0.84,11.09
TheHub-Chair1,13650.65,5.59,176.1,#2ca02c,0.84,11.09
TheHub-Chair1,13700.39,6.17,175.36,#2ca02c,0.84,11.09
TheHub-Chair1,13750.32,6.35,174.54,#2ca02c,0.84,11.09
TheHub-Chair1,13800.43,5.71,173.65,#2ca02c,0.84,11.09
TheHub-Chair1,13850.72,5.42,172.69,#2ca02c,0.84,11.09
TheHub-Chair1,13901.19,5.91,171.67,#2ca02c,0.84,11.09
TheHub-Chair1,13951.85,6.21,170.61,#2ca02c,0.84,11.09
TheHub-Chair1,14002.7,5.12,169.5,#2ca02c,0.84,11.09
TheHub-Chair1,14053.72,6.56,168.36,#2ca02c,0.84,11.09
TheHub-Chair1,14104.94,5.05,167.2,#2ca02c,0.84,11.09
TheHub-Chair1,14156.34,6.0,166.03,#2ca02c,0.84,11.09
TheHub-Chair1,14207.93,5.54,164.86,#2ca02c,0.84,11.09
TheHub-Chair1,14259.71,6.85,163.7,#2ca02c,0.84,11.09
TheHub-Chair1,14311.67,6.04,162.57,#2ca02c,0.84,11.09
TheHub-Chair1,14363.83,6.83,161.47,#2ca02c,0.84,11.09
TheHub-Chair1,14416.17,5.76,160.41,#2ca02c,0.84,11.09
TheHub-Chair1,14468.71,6.17,159.41,#2ca02c,0.84,11.09
TheHub-Chair1,14521.43,6.61,158.47,#2ca02c,0.84,11.09
TheHub-Chair1,14574.35,5.36,157.61,#2ca02c,0.84,11.09
TheHub-Chair1,14627.46,6.92,156.83,#2ca02c,0.84,11.09
TheHub-Chair1,14680.77,6.79,156.14,#2ca02c,0.84,11.09
TheHub-Chair1,14734.27,6.87,155.55,#2ca02c,0.84,11.09
TheHub-Chair1,14787.96,5.22,155.07,#2ca02c,0.84,11.09
TheHub-Chair1,14841.85,6.92,154.7,#2ca02c,0.84,11.09
TheHub-Chair1,14895.94,6.3,154.44,#2ca02c,0.84,11.09
TheHub-Chair1,14950.22,6.18,154.3,#2ca02c,0.84,11.09
TheHub-Chair1,15004.71,5.88,154.27,#2ca02c,0.84,11.09
TheHub-Chair1,15059.39,6.65,154.37,#2ca02c,0.84,11.09
TheHub-Chair1,15114.26,5.91,154.58,#2ca02c,0.84,11.09
TheHub-Chair1,15169.34,6.81,154.91,#2ca02c,0.84,11.09
TheHub-Chair1,15224.62,6.17,155.34,#2ca02c,0.84,11.09
TheHub-Chair1,15280.11,5.07,155.88,#2ca02c,0.84,11.09
TheHub-Chair1,15335.79,6.58,156.51,#2ca02c,0.84,11.09
TheHub-Chair1,15391.68,7.22,157.23,#2ca02c,0.84,11.09
TheHub-Chair1,15447.77,5.6,158.03,#2ca02c,0.84,11.09
TheHub-Chair1,15504.06,6.64,158.89,#2ca02c,0.84,11.09
TheHub-Chair1,15560.56,6.02,159.81,#2ca02c,0.84,11.09
TheHub-Chair1,15617.27,6.34,160.77,#2ca02c,0.84,11.09
TheHub-Chair1,15674.18,6.75,161.76,#2ca02c,0.84,11.09
TheHub-Chair1,15731.3,5.62,162.76,#2ca02c,0.84,11.09
TheHub-Chair1,15788.63,7.0,163.76,#2ca02c,0.84,11.09
TheHub-Chair1,15846.16,6.23,164.74,#2ca02c,0.84,11.09
TheHub-Chair1,15903.91,6.43,165.68,#2ca02c,0.84,11.09
TheHub-Chair1,15961.87,7.61,166.59,#2ca02c,0.84,11.09
TheHub-Chair1,16020.04,7.17,167.42,#2ca02c,0.84,11.09
TheHub-Chair1,16078.42,7.18,168.19,#2ca02c,0.84,11.09
TheHub-Chair1,16137.01,6.8,168.86,#2ca02c,0.84,11.09
TheHub-Chair1,16195.82,6.69,169.43,#2ca02c,0.84,11.09
TheHub-Chair1,16254.84,7.79,169.9,#2ca02c,0.84,11.09
TheHub-Chair1,16314.07,6.66,170.23,#2ca02c,0.84,11.09
TheHub-Chair1,16373.52,6.19,170.44,#2ca02c,0.84,11.09
TheHub-Chair1,16433.19,7.13,170.51,#2ca02c,0.84,11.09
TheHub-Chair1,16493.08,6.54,170.44,#2ca02c,0.84,11.09
TheHub-Chair1,16553.18,6.03,170.23,#2ca02c,0.84,11.09
TheHub-Chair1,16613.51,7.1,169.87,#2ca02c,0.84,11.09
TheHub-Chair1,16674.05,6.71,169.37,#2ca02c,0.84,11.09
TheHub-Chair1,16734.81,6.66,168.73,#2ca02c,0.84,11.09
TheHub-Chair1,16795.8,6.53,167.96,#2ca02c,0.84,11.09
TheHub-Chair1,16857.0,6.86,167.06,#2ca02c,0.84,11.09
TheHub-Chair1,16918.43,7.02,166.05,#2ca02c,0.84,11.09
TheHub-Chair1,16980.09,7.7,164.93,#2ca02c,0.84,11.09
TheHub-Chair1,17041.97,6.17,163.72,#2ca02c,0.84,11.09
TheHub-Chair1,17104.07,7.04,162.44,#2ca02c,0.84,11.09
TheHub-Chair1,17166.4,6.6,161.11,#2ca02c,0.84,11.09
TheHub-Chair1,17228.96,5.77,159.73,#2ca02c,0.84,11.09
TheHub-Chair1,17291.75,7.4,158.33,#2ca02c,0.84,11.09
TheHub-Chair1,17354.76,6.95,156.94,#2ca02c,0.84,11.09
TheHub-Chair1,17418.0,5.58,155.56,#2ca02c,0.84,11.09
TheHub-Chair1,17481.48,6.36,154.22,#2ca02c,0.84,11.09
TheHub-Chair1,17545.19,6.49,152.95,#2ca02c,0.84,11.09
TheHub-Chair1,17609.12,6.77,151.75,#2ca02c,0.84,11.09
TheHub-Chair1,17673.29,7.56,150.64,#2ca02c,0.84,11.09
TheHub-Chair1,17737.7,6.69,149.66,#2ca02c,0.84,11.09
TheHub-Chair1,17802.34,5.56,148.8,#2ca02c,0.84,11.09
TheHub-Chair1,17867.21,6.97,148.08,#2ca02c,0.84,11.09
TheHub-Chair1,17932.33,6.86,147.52,#2ca02c,0.84,11.09
TheHub-Chair1,17997.68,6.35,147.12,#2ca02c,0.84,11.09
TheHub-Chair1,18063.26,6.81,146.89,#2ca02c,0.84,11.09
TheHub-Chair1,18129.09,6.93,146.83,#2ca02c,0.84,11.09
TheHub-Chair1,18195.15,6.94,146.95,#2ca02c,0.84,11.09
TheHub-Chair1,18261.46,6.57,147.23,#2ca02c,0.84,11.09
TheHub-Chair1,18328.01,6.9,147.68,#2ca02c,0.84,11.09
TheHub-Chair1,18394.8,6.42,148.29,#2ca02c,0.84,11.09
TheHub-Chair1,18461.83,6.62,149.03,#2ca02c,0.84,11.09
TheHub-Chair1,18529.11,6.62,149.91,#2ca02c,0.84,11.09
TheHub-Chair1,18596.64,6.29,150.91,#2ca02c,0.84,11.09
TheHub-Chair1,18664.41,6.22,151.99,#2ca02c,0.84,11.09
TheHub-Chair1,18732.42,6.75,153.15,#2ca02c,0.84,11.09
TheHub-Chair1,18800.69,6.56,154.35,#2ca02c,0.84,11.09
TheHub-Chair1,18869.2,6.53,155.58,#2ca02c,0.84,11.09
TheHub-Chair1,18937.97,6.08,156.8,#2ca02c,0.84,11.09
TheHub-Chair1,19006.98,6.95,157.99,#2ca02c,0.84,11.09
TheHub-Chair1,19076.24,6.53,159.14,#2ca02c,0.84,11.09
TheHub-Chair1,19145.76,6.21,160.2,#2ca02c,0.84,11.09
TheHub-Chair1,19215.53,6.54,161.15,#2ca02c,0.84,11.09
TheHub-Chair1,19285.56,6.7,161.99,#2ca02c,0.84,11.09
TheHub-Chair1,19355.84,6.93,162.67,#2ca02c,0.84,11.09
TheHub-Chair1,19426.37,6.4,163.19,#2ca02c,0.84,11.09
TheHub-Chair1,19497.17,6.79,163.53,#2ca02c,0.84,11.09
TheHub-Chair1,19568.22,6.5,163.67,#2ca02c,0.84,11.09
TheHub-Chair1,19639.53,6.86,163.62,#2ca02c,0.84,11.09
TheHub-Chair1,19711.1,6.24,163.36,#2ca02c,0.84,11.09
TheHub-Chair1,19782.93,6.65,162.9,#2ca02c,0.84,11.09
TheHub-Chair1,19855.02,5.7,162.24,#2ca02c,0.84,11.09
TheHub-Chair1,19927.38,7.63,161.39,#2ca02c,0.84,11.09
TheHub-Chair1,20000.0,6.76,160.36,#2ca02c,0.84,11.09
TheHub-CeilingCorner,20.0,-10.82,-36.15,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.07,-10.48,-36.09,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.15,-10.48,-36.03,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.22,-10.27,-35.97,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.29,-11.16,-35.91,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.37,-11.39,-35.85,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.44,-10.9,-35.79,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.52,-10.66,-35.72,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.59,-9.8,-35.66,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.67,-10.78,-35.6,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.74,-11.21,-35.53,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.82,-10.78,-35.47,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.89,-11.22,-35.4,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,20.97,-10.11,-35.34,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,21.04,-11.4,-35.27,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,21.12,-10.81,-35.21,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,21.2,-10.02,-35.14,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,21.28,-11.02,-35.07,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,21.35,-9.94,-35.0,#ff7f0e,0.65,31.65
TheHub-CeilingCorner,21.43,-9.87,-34.93,#ff7f0e,0.65,31.65
